Calculation1,City,County/State/Country,Measure Names,School,Measure Values
ETHIOPIA990019,"n/a ",,Adm GPA,ETHIOPIA,3.789285714
ETHIOPIA990019,"n/a ",,App GPA,ETHIOPIA,18.135425121
ETIWANDA HIGH SCHOOL050888,Etiwanda,San Bernardino,Enrl GPA,ETIWANDA HIGH SCHOOL,89.339403594
ETIWANDA HIGH SCHOOL050888,Etiwanda,San Bernardino,Adm GPA,ETIWANDA HIGH SCHOOL,89.406488808
ETIWANDA HIGH SCHOOL050888,Etiwanda,San Bernardino,App GPA,ETIWANDA HIGH SCHOOL,85.585107639
ETNA UNION HIGH SCHOOL050890,Etna,Siskiyou,Enrl GPA,ETNA UNION HIGH SCHOOL,7.738
ETNA UNION HIGH SCHOOL050890,Etna,Siskiyou,Adm GPA,ETNA UNION HIGH SCHOOL,46.364220779
ETNA UNION HIGH SCHOOL050890,Etna,Siskiyou,App GPA,ETNA UNION HIGH SCHOOL,53.494944444
EUREKA HIGH SCHOOL261000,Eureka,Missouri,Enrl GPA,EUREKA HIGH SCHOOL,
EUREKA HIGH SCHOOL261000,Eureka,Missouri,Adm GPA,EUREKA HIGH SCHOOL,
EUREKA HIGH SCHOOL261000,Eureka,Missouri,App GPA,EUREKA HIGH SCHOOL,7.932
EUREKA SENIOR HIGH SCHOOL050900,Eureka,Humboldt,Enrl GPA,EUREKA SENIOR HIGH SCHOOL,93.191276887
EUREKA SENIOR HIGH SCHOOL050900,Eureka,Humboldt,Adm GPA,EUREKA SENIOR HIGH SCHOOL,93.062888825
EUREKA SENIOR HIGH SCHOOL050900,Eureka,Humboldt,App GPA,EUREKA SENIOR HIGH SCHOOL,90.907818347
EVANSTON TOWNSHIP HIGH SCHOOL141860,Evanston,Illinois,Enrl GPA,EVANSTON TOWNSHIP HIGH SCHOOL,23.485666667
EVANSTON TOWNSHIP HIGH SCHOOL141860,Evanston,Illinois,Adm GPA,EVANSTON TOWNSHIP HIGH SCHOOL,82.017800450
EVANSTON TOWNSHIP HIGH SCHOOL141860,Evanston,Illinois,App GPA,EVANSTON TOWNSHIP HIGH SCHOOL,88.016520478
EVEREST PUBLIC HIGH SCHOOL054429,Redwood City,San Mateo,Enrl GPA,EVEREST PUBLIC HIGH SCHOOL,19.471034632
EVEREST PUBLIC HIGH SCHOOL054429,Redwood City,San Mateo,Adm GPA,EVEREST PUBLIC HIGH SCHOOL,19.546975293
EVEREST PUBLIC HIGH SCHOOL054429,Redwood City,San Mateo,App GPA,EVEREST PUBLIC HIGH SCHOOL,18.927186657
EVERETT ALVAREZ HIGH SCHOOL052778,Salinas,Monterey,Enrl GPA,EVERETT ALVAREZ HIGH SCHOOL,77.526051304
EVERETT ALVAREZ HIGH SCHOOL052778,Salinas,Monterey,Adm GPA,EVERETT ALVAREZ HIGH SCHOOL,76.717382637
EVERETT ALVAREZ HIGH SCHOOL052778,Salinas,Monterey,App GPA,EVERETT ALVAREZ HIGH SCHOOL,73.171097361
EVERETT HIGH SCHOOL480385,Everett,Washington,Enrl GPA,EVERETT HIGH SCHOOL,
EVERETT HIGH SCHOOL480385,Everett,Washington,Adm GPA,EVERETT HIGH SCHOOL,3.984285714
EVERETT HIGH SCHOOL480385,Everett,Washington,App GPA,EVERETT HIGH SCHOOL,24.205333333
EVERGLADES HIGH SCHOOL101807,Miramar,Florida,Enrl GPA,EVERGLADES HIGH SCHOOL,
EVERGLADES HIGH SCHOOL101807,Miramar,Florida,Adm GPA,EVERGLADES HIGH SCHOOL,3.99
EVERGLADES HIGH SCHOOL101807,Miramar,Florida,App GPA,EVERGLADES HIGH SCHOOL,7.609545455
EVERGREEN HIGH SCHOOL481465,Vancouver,Washington,Enrl GPA,EVERGREEN HIGH SCHOOL,
EVERGREEN HIGH SCHOOL481465,Vancouver,Washington,Adm GPA,EVERGREEN HIGH SCHOOL,
EVERGREEN HIGH SCHOOL481465,Vancouver,Washington,App GPA,EVERGREEN HIGH SCHOOL,4.172
EVERGREEN SENIOR HIGH SCHOOL060560,Evergreen,Colorado,Enrl GPA,EVERGREEN SENIOR HIGH SCHOOL,
EVERGREEN SENIOR HIGH SCHOOL060560,Evergreen,Colorado,Adm GPA,EVERGREEN SENIOR HIGH SCHOOL,28.577130952
EVERGREEN SENIOR HIGH SCHOOL060560,Evergreen,Colorado,App GPA,EVERGREEN SENIOR HIGH SCHOOL,54.942738095
EVERGREEN VALLEY HIGH SCHOOL053169,San Jose,Santa Clara,Enrl GPA,EVERGREEN VALLEY HIGH SCHOOL,50.564666098
EVERGREEN VALLEY HIGH SCHOOL053169,San Jose,Santa Clara,Adm GPA,EVERGREEN VALLEY HIGH SCHOOL,49.664255259
EVERGREEN VALLEY HIGH SCHOOL053169,San Jose,Santa Clara,App GPA,EVERGREEN VALLEY HIGH SCHOOL,48.033244015
EWHA GIRLS FOREIGN LANGUAGE HS682193,"n/a ","KOREA, REPUBLIC OF (SOUTH)",Enrl GPA,EWHA GIRLS FOREIGN LANGUAGE HS,
EWHA GIRLS FOREIGN LANGUAGE HS682193,"n/a ","KOREA, REPUBLIC OF (SOUTH)",Adm GPA,EWHA GIRLS FOREIGN LANGUAGE HS,7.810857143
EWHA GIRLS FOREIGN LANGUAGE HS682193,"n/a ","KOREA, REPUBLIC OF (SOUTH)",App GPA,EWHA GIRLS FOREIGN LANGUAGE HS,19.398690476
EXCEL COLLEGE PREPARATORY HS054036,Oakland,Alameda,Enrl GPA,EXCEL COLLEGE PREPARATORY HS,3.515
EXCEL COLLEGE PREPARATORY HS054036,Oakland,Alameda,Adm GPA,EXCEL COLLEGE PREPARATORY HS,14.486428571
EXCEL COLLEGE PREPARATORY HS054036,Oakland,Alameda,App GPA,EXCEL COLLEGE PREPARATORY HS,17.145991162
EXCELSIOR CHARTER SCHOOLS053686,Victorville,San Bernardino,Enrl GPA,EXCELSIOR CHARTER SCHOOLS,8.004
EXCELSIOR CHARTER SCHOOLS053686,Victorville,San Bernardino,Adm GPA,EXCELSIOR CHARTER SCHOOLS,11.865714286
EXCELSIOR CHARTER SCHOOLS053686,Victorville,San Bernardino,App GPA,EXCELSIOR CHARTER SCHOOLS,29.220516340
EXCELSIOR SCHOOL051584,Pasadena,Los Angeles,Enrl GPA,EXCELSIOR SCHOOL,22.476575397
EXCELSIOR SCHOOL051584,Pasadena,Los Angeles,Adm GPA,EXCELSIOR SCHOOL,29.389847153
EXCELSIOR SCHOOL051584,Pasadena,Los Angeles,App GPA,EXCELSIOR SCHOOL,32.254845238
EXECUTIVE PREPARATORY ACDMY054726,Gardena,Los Angeles,Enrl GPA,EXECUTIVE PREPARATORY ACDMY,
EXECUTIVE PREPARATORY ACDMY054726,Gardena,Los Angeles,Adm GPA,EXECUTIVE PREPARATORY ACDMY,
EXECUTIVE PREPARATORY ACDMY054726,Gardena,Los Angeles,App GPA,EXECUTIVE PREPARATORY ACDMY,3.333333333
EXETER HIGH SCHOOL300180,Exeter,New Hampshire,Enrl GPA,EXETER HIGH SCHOOL,
EXETER HIGH SCHOOL300180,Exeter,New Hampshire,Adm GPA,EXETER HIGH SCHOOL,3.811428571
EXETER HIGH SCHOOL300180,Exeter,New Hampshire,App GPA,EXETER HIGH SCHOOL,10.551602564
EXETER UNION HIGH SCHOOL050905,Exeter,Tulare,Enrl GPA,EXETER UNION HIGH SCHOOL,76.166037546
EXETER UNION HIGH SCHOOL050905,Exeter,Tulare,Adm GPA,EXETER UNION HIGH SCHOOL,91.338848048
EXETER UNION HIGH SCHOOL050905,Exeter,Tulare,App GPA,EXETER UNION HIGH SCHOOL,88.457381506
EXPERIMENTAL BEIJING NORML UNV694301,"n/a ","CHINA, PEOPLES REPUBLIC",Enrl GPA,EXPERIMENTAL BEIJING NORML UNV,15.562850794
EXPERIMENTAL BEIJING NORML UNV694301,"n/a ","CHINA, PEOPLES REPUBLIC",Adm GPA,EXPERIMENTAL BEIJING NORML UNV,27.102769496
EXPERIMENTAL BEIJING NORML UNV694301,"n/a ","CHINA, PEOPLES REPUBLIC",App GPA,EXPERIMENTAL BEIJING NORML UNV,27.042442682
F BRAVO MEDICAL MAGNET HS051719,Los Angeles,Los Angeles,Enrl GPA,F BRAVO MEDICAL MAGNET HS,89.198218869
F BRAVO MEDICAL MAGNET HS051719,Los Angeles,Los Angeles,Adm GPA,F BRAVO MEDICAL MAGNET HS,88.696695889
F BRAVO MEDICAL MAGNET HS051719,Los Angeles,Los Angeles,App GPA,F BRAVO MEDICAL MAGNET HS,84.374007031
FA'ASAO MARIST COLL PREP HS520035,Pago Pago,American Samoa,Enrl GPA,FA'ASAO MARIST COLL PREP HS,
FA'ASAO MARIST COLL PREP HS520035,Pago Pago,American Samoa,Adm GPA,FA'ASAO MARIST COLL PREP HS,3.92
FA'ASAO MARIST COLL PREP HS520035,Pago Pago,American Samoa,App GPA,FA'ASAO MARIST COLL PREP HS,3.926666667
FAIR LAWN HIGH SCHOOL310370,Fair Lawn,New Jersey,Enrl GPA,FAIR LAWN HIGH SCHOOL,
FAIR LAWN HIGH SCHOOL310370,Fair Lawn,New Jersey,Adm GPA,FAIR LAWN HIGH SCHOOL,4.138
FAIR LAWN HIGH SCHOOL310370,Fair Lawn,New Jersey,App GPA,FAIR LAWN HIGH SCHOOL,11.654166667
FAIRFAX CHRISTIAN SCHOOL470786,Vienna,Virginia,Enrl GPA,FAIRFAX CHRISTIAN SCHOOL,
FAIRFAX CHRISTIAN SCHOOL470786,Vienna,Virginia,Adm GPA,FAIRFAX CHRISTIAN SCHOOL,
FAIRFAX CHRISTIAN SCHOOL470786,Vienna,Virginia,App GPA,FAIRFAX CHRISTIAN SCHOOL,7.384285714
FAIRFAX HIGH SCHOOL051590,Los Angeles,Los Angeles,Enrl GPA,FAIRFAX HIGH SCHOOL,89.735476853
FAIRFAX HIGH SCHOOL051590,Los Angeles,Los Angeles,Adm GPA,FAIRFAX HIGH SCHOOL,88.859518342
FAIRFAX HIGH SCHOOL051590,Los Angeles,Los Angeles,App GPA,FAIRFAX HIGH SCHOOL,83.954771530
FAIRFAX HIGH SCHOOL470785,Fairfax,Virginia,Enrl GPA,FAIRFAX HIGH SCHOOL,
FAIRFAX HIGH SCHOOL470785,Fairfax,Virginia,Adm GPA,FAIRFAX HIGH SCHOOL,16.157833333
FAIRFAX HIGH SCHOOL470785,Fairfax,Virginia,App GPA,FAIRFAX HIGH SCHOOL,30.206431235
FAIRFIELD COLLEGE PREPARATORY070190,Fairfield,Connecticut,Enrl GPA,FAIRFIELD COLLEGE PREPARATORY,
FAIRFIELD COLLEGE PREPARATORY070190,Fairfield,Connecticut,Adm GPA,FAIRFIELD COLLEGE PREPARATORY,
FAIRFIELD COLLEGE PREPARATORY070190,Fairfield,Connecticut,App GPA,FAIRFIELD COLLEGE PREPARATORY,15.384431818
FAIRFIELD HIGH SCHOOL050911,Fairfield,Solano,Enrl GPA,FAIRFIELD HIGH SCHOOL,87.443604774
FAIRFIELD HIGH SCHOOL050911,Fairfield,Solano,Adm GPA,FAIRFIELD HIGH SCHOOL,90.611598137
FAIRFIELD HIGH SCHOOL050911,Fairfield,Solano,App GPA,FAIRFIELD HIGH SCHOOL,88.034964277
FAIRFIELD LUDLOWE HIGH SCHOOL070187,Fairfield,Connecticut,Enrl GPA,FAIRFIELD LUDLOWE HIGH SCHOOL,
FAIRFIELD LUDLOWE HIGH SCHOOL070187,Fairfield,Connecticut,Adm GPA,FAIRFIELD LUDLOWE HIGH SCHOOL,3.906
FAIRFIELD LUDLOWE HIGH SCHOOL070187,Fairfield,Connecticut,App GPA,FAIRFIELD LUDLOWE HIGH SCHOOL,29.567428571
FAIRFIELD WARDE HIGH SCHOOL070186,Fairfield,Connecticut,Enrl GPA,FAIRFIELD WARDE HIGH SCHOOL,
FAIRFIELD WARDE HIGH SCHOOL070186,Fairfield,Connecticut,Adm GPA,FAIRFIELD WARDE HIGH SCHOOL,8.111333333
FAIRFIELD WARDE HIGH SCHOOL070186,Fairfield,Connecticut,App GPA,FAIRFIELD WARDE HIGH SCHOOL,27.907777778
FAIRMONT PREPARATORY ACADEMY050103,Anaheim,Orange,Enrl GPA,FAIRMONT PREPARATORY ACADEMY,76.731840312
FAIRMONT PREPARATORY ACADEMY050103,Anaheim,Orange,Adm GPA,FAIRMONT PREPARATORY ACADEMY,77.179275936
FAIRMONT PREPARATORY ACADEMY050103,Anaheim,Orange,App GPA,FAIRMONT PREPARATORY ACADEMY,75.091417762
FAIRVIEW HIGH SCHOOL060118,Boulder,Colorado,Enrl GPA,FAIRVIEW HIGH SCHOOL,56.137547137
FAIRVIEW HIGH SCHOOL060118,Boulder,Colorado,Adm GPA,FAIRVIEW HIGH SCHOOL,96.402032007
FAIRVIEW HIGH SCHOOL060118,Boulder,Colorado,App GPA,FAIRVIEW HIGH SCHOOL,94.128451029
FAITH BAPTIST SCHOOLS050467,Canoga Park,Los Angeles,Enrl GPA,FAITH BAPTIST SCHOOLS,69.933345266
FAITH BAPTIST SCHOOLS050467,Canoga Park,Los Angeles,Adm GPA,FAITH BAPTIST SCHOOLS,83.426409652
FAITH BAPTIST SCHOOLS050467,Canoga Park,Los Angeles,App GPA,FAITH BAPTIST SCHOOLS,87.444574946
FAITH CHRISTIAN SCHOOL053811,Yuba City,Sutter,Enrl GPA,FAITH CHRISTIAN SCHOOL,
FAITH CHRISTIAN SCHOOL053811,Yuba City,Sutter,Adm GPA,FAITH CHRISTIAN SCHOOL,7.798
FAITH CHRISTIAN SCHOOL053811,Yuba City,Sutter,App GPA,FAITH CHRISTIAN SCHOOL,18.555333333
FAITH LUTHERAN HIGH SCHOOL290109,Las Vegas,Nevada,Enrl GPA,FAITH LUTHERAN HIGH SCHOOL,3.93
FAITH LUTHERAN HIGH SCHOOL290109,Las Vegas,Nevada,Adm GPA,FAITH LUTHERAN HIGH SCHOOL,35.647131491
FAITH LUTHERAN HIGH SCHOOL290109,Las Vegas,Nevada,App GPA,FAITH LUTHERAN HIGH SCHOOL,49.070480352
FALL RIVER JUNIOR-SENIOR HS050926,Mcarthur,Shasta,Enrl GPA,FALL RIVER JUNIOR-SENIOR HS,
FALL RIVER JUNIOR-SENIOR HS050926,Mcarthur,Shasta,Adm GPA,FALL RIVER JUNIOR-SENIOR HS,3.88
FALL RIVER JUNIOR-SENIOR HS050926,Mcarthur,Shasta,App GPA,FALL RIVER JUNIOR-SENIOR HS,7.456190476
FALLBROOK UNION HIGH SCHOOL050925,Fallbrook,San Diego,Enrl GPA,FALLBROOK UNION HIGH SCHOOL,90.769745367
FALLBROOK UNION HIGH SCHOOL050925,Fallbrook,San Diego,Adm GPA,FALLBROOK UNION HIGH SCHOOL,90.388431454
FALLBROOK UNION HIGH SCHOOL050925,Fallbrook,San Diego,App GPA,FALLBROOK UNION HIGH SCHOOL,87.165131829
FALLS CHURCH HIGH SCHOOL470792,Falls Church,Virginia,Enrl GPA,FALLS CHURCH HIGH SCHOOL,
FALLS CHURCH HIGH SCHOOL470792,Falls Church,Virginia,Adm GPA,FALLS CHURCH HIGH SCHOOL,
FALLS CHURCH HIGH SCHOOL470792,Falls Church,Virginia,App GPA,FALLS CHURCH HIGH SCHOOL,3.69
FALMOUTH HIGH SCHOOL200278,Falmouth,Maine,Enrl GPA,FALMOUTH HIGH SCHOOL,
FALMOUTH HIGH SCHOOL200278,Falmouth,Maine,Adm GPA,FALMOUTH HIGH SCHOOL,
FALMOUTH HIGH SCHOOL200278,Falmouth,Maine,App GPA,FALMOUTH HIGH SCHOOL,15.456
FALMOUTH HIGH SCHOOL220815,Falmouth,Massachusetts,Enrl GPA,FALMOUTH HIGH SCHOOL,
FALMOUTH HIGH SCHOOL220815,Falmouth,Massachusetts,Adm GPA,FALMOUTH HIGH SCHOOL,
FALMOUTH HIGH SCHOOL220815,Falmouth,Massachusetts,App GPA,FALMOUTH HIGH SCHOOL,7.945666667
FAME PUBLIC CHARTER SCHOOL052213,Newark,Alameda,Enrl GPA,FAME PUBLIC CHARTER SCHOOL,7.867666667
FAME PUBLIC CHARTER SCHOOL052213,Newark,Alameda,Adm GPA,FAME PUBLIC CHARTER SCHOOL,15.781111111
FAME PUBLIC CHARTER SCHOOL052213,Newark,Alameda,App GPA,FAME PUBLIC CHARTER SCHOOL,19.128309524
FAR WEST HIGH SCHOOL052196,Oakland,Alameda,Enrl GPA,FAR WEST HIGH SCHOOL,
FAR WEST HIGH SCHOOL052196,Oakland,Alameda,Adm GPA,FAR WEST HIGH SCHOOL,3.994
FAR WEST HIGH SCHOOL052196,Oakland,Alameda,App GPA,FAR WEST HIGH SCHOOL,7.162
FARMERSVILLE HIGH SCHOOL050924,Farmersville,Tulare,Enrl GPA,FARMERSVILLE HIGH SCHOOL,45.642730311
FARMERSVILLE HIGH SCHOOL050924,Farmersville,Tulare,Adm GPA,FARMERSVILLE HIGH SCHOOL,55.789138905
FARMERSVILLE HIGH SCHOOL050924,Farmersville,Tulare,App GPA,FARMERSVILLE HIGH SCHOOL,58.611549105
FARMINGDALE HIGH SCHOOL331880,Farmingdale,New York,Enrl GPA,FARMINGDALE HIGH SCHOOL,
FARMINGDALE HIGH SCHOOL331880,Farmingdale,New York,Adm GPA,FARMINGDALE HIGH SCHOOL,4.23
FARMINGDALE HIGH SCHOOL331880,Farmingdale,New York,App GPA,FARMINGDALE HIGH SCHOOL,7.975892857
FARMINGTON HIGH SCHOOL070805,Farmington,Connecticut,Enrl GPA,FARMINGTON HIGH SCHOOL,
FARMINGTON HIGH SCHOOL070805,Farmington,Connecticut,Adm GPA,FARMINGTON HIGH SCHOOL,8.193809524
FARMINGTON HIGH SCHOOL070805,Farmington,Connecticut,App GPA,FARMINGTON HIGH SCHOOL,19.723230769
FARMINGTON HIGH SCHOOL231405,Farmington,Michigan,Enrl GPA,FARMINGTON HIGH SCHOOL,
FARMINGTON HIGH SCHOOL231405,Farmington,Michigan,Adm GPA,FARMINGTON HIGH SCHOOL,
FARMINGTON HIGH SCHOOL231405,Farmington,Michigan,App GPA,FARMINGTON HIGH SCHOOL,3.928
FARMINGTON HIGH SCHOOL320250,Farmington,New Mexico,Enrl GPA,FARMINGTON HIGH SCHOOL,
FARMINGTON HIGH SCHOOL320250,Farmington,New Mexico,Adm GPA,FARMINGTON HIGH SCHOOL,
FARMINGTON HIGH SCHOOL320250,Farmington,New Mexico,App GPA,FARMINGTON HIGH SCHOOL,3.643333333
FARRAGUT HIGH SCHOOL430435,Knoxville,Tennessee,Enrl GPA,FARRAGUT HIGH SCHOOL,
FARRAGUT HIGH SCHOOL430435,Knoxville,Tennessee,Adm GPA,FARRAGUT HIGH SCHOOL,4.098571429
FARRAGUT HIGH SCHOOL430435,Knoxville,Tennessee,App GPA,FARRAGUT HIGH SCHOOL,16.382726190
FATHER DUENAS MEMORIAL HS525080,Agana,Guam,Enrl GPA,FATHER DUENAS MEMORIAL HS,
FATHER DUENAS MEMORIAL HS525080,Agana,Guam,Adm GPA,FATHER DUENAS MEMORIAL HS,11.419090909
FATHER DUENAS MEMORIAL HS525080,Agana,Guam,App GPA,FATHER DUENAS MEMORIAL HS,26.577952381
FATHER DUENAS MEMORIAL HS525080,Chalan Pago,Guam,Enrl GPA,FATHER DUENAS MEMORIAL HS,
FATHER DUENAS MEMORIAL HS525080,Chalan Pago,Guam,Adm GPA,FATHER DUENAS MEMORIAL HS,
FATHER DUENAS MEMORIAL HS525080,Chalan Pago,Guam,App GPA,FATHER DUENAS MEMORIAL HS,3.992857143
FATHER DUENAS MEMORIAL HS525080,Hagatna,Guam,Enrl GPA,FATHER DUENAS MEMORIAL HS,
FATHER DUENAS MEMORIAL HS525080,Hagatna,Guam,Adm GPA,FATHER DUENAS MEMORIAL HS,27.127333333
FATHER DUENAS MEMORIAL HS525080,Hagatna,Guam,App GPA,FATHER DUENAS MEMORIAL HS,40.727049145
FAYETTE COUNTY HIGH SCHOOL111275,Fayetteville,Georgia,Enrl GPA,FAYETTE COUNTY HIGH SCHOOL,
FAYETTE COUNTY HIGH SCHOOL111275,Fayetteville,Georgia,Adm GPA,FAYETTE COUNTY HIGH SCHOOL,
FAYETTE COUNTY HIGH SCHOOL111275,Fayetteville,Georgia,App GPA,FAYETTE COUNTY HIGH SCHOOL,4.25
FAYETTEVILLE HIGH SCHOOL040770,Fayetteville,Arkansas,Enrl GPA,FAYETTEVILLE HIGH SCHOOL,3.866666667
FAYETTEVILLE HIGH SCHOOL040770,Fayetteville,Arkansas,Adm GPA,FAYETTEVILLE HIGH SCHOOL,16.015833333
FAYETTEVILLE HIGH SCHOOL040770,Fayetteville,Arkansas,App GPA,FAYETTEVILLE HIGH SCHOOL,27.304892857
FAYETTEVILLE-MANLIUS HIGH SCH331895,Manlius,New York,Enrl GPA,FAYETTEVILLE-MANLIUS HIGH SCH,
FAYETTEVILLE-MANLIUS HIGH SCH331895,Manlius,New York,Adm GPA,FAYETTEVILLE-MANLIUS HIGH SCH,12.232285714
FAYETTEVILLE-MANLIUS HIGH SCH331895,Manlius,New York,App GPA,FAYETTEVILLE-MANLIUS HIGH SCH,15.896637807
FEDERAL WAY SENIOR HIGH SCHOOL480397,Federal Way,Washington,Enrl GPA,FEDERAL WAY SENIOR HIGH SCHOOL,
FEDERAL WAY SENIOR HIGH SCHOOL480397,Federal Way,Washington,Adm GPA,FEDERAL WAY SENIOR HIGH SCHOOL,4.164
FEDERAL WAY SENIOR HIGH SCHOOL480397,Federal Way,Washington,App GPA,FEDERAL WAY SENIOR HIGH SCHOOL,31.727186869
FELICITAS GONZALO MENDEZ HS054381,Los Angeles,Los Angeles,Enrl GPA,FELICITAS GONZALO MENDEZ HS,19.311610390
FELICITAS GONZALO MENDEZ HS054381,Los Angeles,Los Angeles,Adm GPA,FELICITAS GONZALO MENDEZ HS,26.460667198
FELICITAS GONZALO MENDEZ HS054381,Los Angeles,Los Angeles,App GPA,FELICITAS GONZALO MENDEZ HS,24.044211692
FELICITAS GONZALO MENDEZ LC1B054382,Los Angeles,Los Angeles,Enrl GPA,FELICITAS GONZALO MENDEZ LC1B,7.721607143
FELICITAS GONZALO MENDEZ LC1B054382,Los Angeles,Los Angeles,Adm GPA,FELICITAS GONZALO MENDEZ LC1B,7.745888889
FELICITAS GONZALO MENDEZ LC1B054382,Los Angeles,Los Angeles,App GPA,FELICITAS GONZALO MENDEZ LC1B,10.099637681
FELIX VARELA SENIOR HIGH101004,Miami,Florida,Enrl GPA,FELIX VARELA SENIOR HIGH,
FELIX VARELA SENIOR HIGH101004,Miami,Florida,Adm GPA,FELIX VARELA SENIOR HIGH,
FELIX VARELA SENIOR HIGH101004,Miami,Florida,App GPA,FELIX VARELA SENIOR HIGH,7.368
FENWICK HIGH SCHOOL143240,Oak Park,Illinois,Enrl GPA,FENWICK HIGH SCHOOL,
FENWICK HIGH SCHOOL143240,Oak Park,Illinois,Adm GPA,FENWICK HIGH SCHOOL,15.70275
FENWICK HIGH SCHOOL143240,Oak Park,Illinois,App GPA,FENWICK HIGH SCHOOL,33.510767974
FERNDALE HIGH SCHOOL050930,Ferndale,Humboldt,Enrl GPA,FERNDALE HIGH SCHOOL,
FERNDALE HIGH SCHOOL050930,Ferndale,Humboldt,Adm GPA,FERNDALE HIGH SCHOOL,15.303666667
FERNDALE HIGH SCHOOL050930,Ferndale,Humboldt,App GPA,FERNDALE HIGH SCHOOL,32.8925
FERNDALE HIGH SCHOOL480400,Ferndale,Washington,Enrl GPA,FERNDALE HIGH SCHOOL,
FERNDALE HIGH SCHOOL480400,Ferndale,Washington,Adm GPA,FERNDALE HIGH SCHOOL,
FERNDALE HIGH SCHOOL480400,Ferndale,Washington,App GPA,FERNDALE HIGH SCHOOL,8.204857143
FIELD SCHOOL090073,Washington,District of Columbia,Enrl GPA,FIELD SCHOOL,
FIELD SCHOOL090073,Washington,District of Columbia,Adm GPA,FIELD SCHOOL,
FIELD SCHOOL090073,Washington,District of Columbia,App GPA,FIELD SCHOOL,3.336
FIELDSTON SCHOOL333628,Bronx,New York,Enrl GPA,FIELDSTON SCHOOL,
FIELDSTON SCHOOL333628,Bronx,New York,Adm GPA,FIELDSTON SCHOOL,11.323333333
FIELDSTON SCHOOL333628,Bronx,New York,App GPA,FIELDSTON SCHOOL,58.806236264
FIITJEE JUNIOR COLLEGE671630,"n/a ",INDIA,Enrl GPA,FIITJEE JUNIOR COLLEGE,
FIITJEE JUNIOR COLLEGE671630,"n/a ",INDIA,Adm GPA,FIITJEE JUNIOR COLLEGE,7.811818182
FIITJEE JUNIOR COLLEGE671630,"n/a ",INDIA,App GPA,FIITJEE JUNIOR COLLEGE,11.347083333
FILLMORE HIGH SCHOOL050935,Fillmore,Ventura,Enrl GPA,FILLMORE HIGH SCHOOL,80.968546981
FILLMORE HIGH SCHOOL050935,Fillmore,Ventura,Adm GPA,FILLMORE HIGH SCHOOL,90.912233451
FILLMORE HIGH SCHOOL050935,Fillmore,Ventura,App GPA,FILLMORE HIGH SCHOOL,87.565281775
FIORELLO H LAGUARDIA HS MUSIC333685,New York,New York,Enrl GPA,FIORELLO H LAGUARDIA HS MUSIC,7.789333333
FIORELLO H LAGUARDIA HS MUSIC333685,New York,New York,Adm GPA,FIORELLO H LAGUARDIA HS MUSIC,34.946865385
FIORELLO H LAGUARDIA HS MUSIC333685,New York,New York,App GPA,FIORELLO H LAGUARDIA HS MUSIC,59.813165245
FIREBAUGH HIGH SCHOOL050937,Firebaugh,Fresno,Enrl GPA,FIREBAUGH HIGH SCHOOL,33.351273810
FIREBAUGH HIGH SCHOOL050937,Firebaugh,Fresno,Adm GPA,FIREBAUGH HIGH SCHOOL,77.630271465
FIREBAUGH HIGH SCHOOL050937,Firebaugh,Fresno,App GPA,FIREBAUGH HIGH SCHOOL,75.618050116
FIRST COLONIAL HIGH SCHOOL472290,Virginia Beach,Virginia,Enrl GPA,FIRST COLONIAL HIGH SCHOOL,
FIRST COLONIAL HIGH SCHOOL472290,Virginia Beach,Virginia,Adm GPA,FIRST COLONIAL HIGH SCHOOL,3.846
FIRST COLONIAL HIGH SCHOOL472290,Virginia Beach,Virginia,App GPA,FIRST COLONIAL HIGH SCHOOL,3.918333333
FIRST HIGH SCHOOL OF CHANGSHA694576,"n/a ","CHINA, PEOPLES REPUBLIC",Enrl GPA,FIRST HIGH SCHOOL OF CHANGSHA,
FIRST HIGH SCHOOL OF CHANGSHA694576,"n/a ","CHINA, PEOPLES REPUBLIC",Adm GPA,FIRST HIGH SCHOOL OF CHANGSHA,7.63
FIRST HIGH SCHOOL OF CHANGSHA694576,"n/a ","CHINA, PEOPLES REPUBLIC",App GPA,FIRST HIGH SCHOOL OF CHANGSHA,11.286958042
FIRST LUTHERAN HIGH SCHOOL052906,Sylmar,Los Angeles,Enrl GPA,FIRST LUTHERAN HIGH SCHOOL,
FIRST LUTHERAN HIGH SCHOOL052906,Sylmar,Los Angeles,Adm GPA,FIRST LUTHERAN HIGH SCHOOL,
FIRST LUTHERAN HIGH SCHOOL052906,Sylmar,Los Angeles,App GPA,FIRST LUTHERAN HIGH SCHOOL,7.723
FISHERS HIGH SCHOOL151041,Fishers,Indiana,Enrl GPA,FISHERS HIGH SCHOOL,
FISHERS HIGH SCHOOL151041,Fishers,Indiana,Adm GPA,FISHERS HIGH SCHOOL,4.048
FISHERS HIGH SCHOOL151041,Fishers,Indiana,App GPA,FISHERS HIGH SCHOOL,8.132222222
FLAGSTAFF HIGH SCHOOL030105,Flagstaff,Arizona,Enrl GPA,FLAGSTAFF HIGH SCHOOL,
FLAGSTAFF HIGH SCHOOL030105,Flagstaff,Arizona,Adm GPA,FLAGSTAFF HIGH SCHOOL,3.818
FLAGSTAFF HIGH SCHOOL030105,Flagstaff,Arizona,App GPA,FLAGSTAFF HIGH SCHOOL,19.088916667
